CLAVEAGRP|DIVISION|GRUPO|CLASE|SUBCLASE|ARTICULO|DESCRIPCION
211102|200000|210000|211000|211100|211102|Telas de lana con o sin mezcla|
211103|200000|210000|211000|211100|211103|Sintético puro|
211104|200000|210000|211000|211100|211104|Otras telas|
211200|200000|210000|211000|211200||Hilados para tejer|
211201|200000|210000|211000|211200|211201|Fibra sintética para tejer|
211202|200000|210000|211000|211200|211202|Hilo para tejer|
211203|200000|210000|211000|211200|211203|Lana con mezcla para tejer|
211204|200000|210000|211000|211200|211204|Lana pura para tejer|
211205|200000|210000|211000|211200|211205|Otros hilados para tejer|
212000|200000|210000|212000|||Prendas de vestir|
212100|200000|210000|212000|212100||Ropa exterior para hombres|
212101|200000|210000|212000|212100|212101|Camisa para hombres|
212102|200000|210000|212000|212100|212102|Remera, chomba, polera para hombres|
212103|200000|210000|212000|212100|212103|Pantalón de jean para hombres|
212104|200000|210000|212000|212100|212104|Pantalón de vestir para hombres|
212105|200000|210000|212000|212100|212105|Pulover, chaleco, para hombres|
212106|200000|210000|212000|212100|212106|Equipo de deporte para hombres|
212107|200000|210000|212000|212100|212107|Joggings (pantalón y/o buzo, campera)  para hombres|
212108|200000|210000|212000|212100|212108|Short, bermuda, traje de baño para hombre|
212109|200000|210000|212000|212100|212109|Saco sport, blazer para hombres|
212110|200000|210000|212000|212100|212110|Traje, ambo para hombres|
212111|200000|210000|212000|212100|212111|Campera, anorak para hombres|
212112|200000|210000|212000|212100|212112|Sobretodo, impermeable y otros abrigos|
212113|200000|210000|212000|212100|212113|Otras prendas exteriores para hombres|
212200|200000|210000|212000|212200||Ropa exterior para mujeres|
212201|200000|210000|212000|212200|212201|Blusa, camisa para mujeres|
212202|200000|210000|212000|212200|212202|Remera, polera, para mujeres|
212203|200000|210000|212000|212200|212203|Pantalón de jean para mujeres|
212204|200000|210000|212000|212200|212204|Pantalón de vestir para mujeres|
212205|200000|210000|212000|212200|212205|Pollera, pollera-pantalón para mujeres|
212206|200000|210000|212000|212200|212206|Vestido, jumper, conjunto de blusa y pollera para mujeres|
212207|200000|210000|212000|212200|212207|Pulover, chaleco, polerón para mujeres|
212208|200000|210000|212000|212200|212208|Joggings (pantalón y/o buzo, campera)  para mujeres|
212209|200000|210000|212000|212200|212209|Equipo de deporte para mujeres|
212210|200000|210000|212000|212200|212210|Short, bermuda para mujeres|
212211|200000|210000|212000|212200|212211|Traje de baño, malla para mujeres|
212212|200000|210000|212000|212200|212212|Blazer, saco para mujeres|
212213|200000|210000|212000|212200|212213|Traje para mujeres|
212214|200000|210000|212000|212200|212214|Campera, anorak para mujeres|
212215|200000|210000|212000|212200|212215|Tapado, sacón para mujeres|
212216|200000|210000|212000|212200|212216|Impermeable y otros abrigos|
212217|200000|210000|212000|212200|212217|Otras prendas exteriores para mujeres|
212300|200000|210000|212000|212300||Ropa exterior para niños|
212301|200000|210000|212000|212300|212301|Batita de bebe|
212302|200000|210000|212000|212300|212302|Enterito, osito, patas para bebés|
212303|200000|210000|212000|212300|212303|Mantilla para bebés|
212304|200000|210000|212000|212300|212304|Blusa, camisa para niños y bebés|
212305|200000|210000|212000|212300|212305|Remera, polera de algodón|
212306|200000|210000|212000|212300|212306|Pantalón de jean, para niños y bebés|
212307|200000|210000|212000|212300|212307|Pantalón de vestir para niños|
212308|200000|210000|212000|212300|212308|Pollera para niñas|
212309|200000|210000|212000|212300|212309|Vestido, jumper, conjunto para niñas y bebés|
212310|200000|210000|212000|212300|212310|Pulover, chaleco, saco para niños y bebés|
212311|200000|210000|212000|212300|212311|Short, bermuda, jardinero para niños y bebés|
212312|200000|210000|212000|212300|212312|Joggings (pantalón y/o buzo, campera) para niños y bebés|
212313|200000|210000|212000|212300|212313|Equipo de deporte o gimnasia para niños|
212314|200000|210000|212000|212300|212314|Traje de baño para niños y bebés|
212315|200000|210000|212000|212300|212315|Guardapolvo, delantal para niños|
212316|200000|210000|212000|212300|212316|Camperas, tapados, anorak, abrigos para niños y bebés|
212317|200000|210000|212000|212300|212317|Otras prendas exteriores para niños y bebés|
212400|200000|210000|212000|212400||Ropa interior para hombres|
212401|200000|210000|212000|212400|212401|Calzoncillo|
212402|200000|210000|212000|212400|212402|Camiseta para hombres|
212403|200000|210000|212000|212400|212403|Medias, zoquetes para hombres|
212404|200000|210000|212000|212400|212404|Pijama para hombres|
212405|200000|210000|212000|212400|212405|Otras prendas interiores para hombres|
212500|200000|210000|212000|212500||Ropa interior para mujeres|
212501|200000|210000|212000|212500|212501|Bombacha|
212502|200000|210000|212000|212500|212502|Camisón, pijama|
212503|200000|210000|212000|212500|212503|Conjuntos de bombacha y corpiño  - body - camiseta|
212504|200000|210000|212000|212500|212504|Corpiño|
212505|200000|210000|212000|212500|212505|Medibachas, panty|
212506|200000|210000|212000|212500|212506|Medias, zoquetes para mujeres|
212507|200000|210000|212000|212500|212507|Otras prendas interiores para mujeres: salto de cama, combinación, enagua, trusas, fajas, salidas de baño, etc..|
212600|200000|210000|212000|212600||Ropa interior para niños|
212601|200000|210000|212000|212600|212601|Bombacha para niños y bebés|
212602|200000|210000|212000|212600|212602|Calzoncillo para niños|
212603|200000|210000|212000|212600|212603|Camiseta para niños y bebés|
212604|200000|210000|212000|212600|212604|Camisón, pijama para niños y bebés|
212605|200000|210000|212000|212600|212605|Escarpines para niños y bebés|
212606|200000|210000|212000|212600|212606|Medias, zoquetes para niños y bebés|
212607|200000|210000|212000|212600|212607|Pañal, chiripa de tela para bebés|
212608|200000|210000|212000|212600|212608|Otras prendas interiores para niños y bebés|
213000|200000|210000|213000|||Otros artículos y accesorios para el vestir|
213100|200000|210000|213000|213100||Artículos de marroquinería|
213101|200000|210000|213000|213100|213101|Billetera, portadocumentos|
213102|200000|210000|213000|213100|213102|Cartera, bolso, mochila de vestir|
213103|200000|210000|213000|213100|213103|Cinturón, tiradores|
213104|200000|210000|213000|213100|213104|Otros artículos de marroquinería|
213105|200000|210000|213000|213100|213105|Reparaciones de artículos de marroquinería|
213200|200000|210000|213000|213200||Bufandas, corbatas, pañuelos y otros accesorios para vestir|
213201|200000|210000|213000|213200|213201|Babero|
213202|200000|210000|213000|213200|213202|Bufanda, chalina, pañuelo de cuello, guantes|
213203|200000|210000|213000|213200|213203|Corbata|
213204|200000|210000|213000|213200|213204|Pañuelo de mano|
213205|200000|210000|213000|213200|213205|Paraguas|
213206|200000|210000|213000|213200|213206|Sombrero, gorro, boina|
213207|200000|210000|213000|213200|213207|Otros accesorios para vestir|
213208|200000|210000|213000|213200|213208|Reparación de paraguas|
213300|200000|210000|213000|213300||Accesorios para coser y tejer|
213301|200000|210000|213000|213300|213301|Agujas, alfileres, broches|
213302|200000|210000|213000|213300|213302|Botones|
213303|200000|210000|213000|213300|213303|Cierres|
213304|200000|210000|213000|213300|213304|Hilo para coser|
213305|200000|210000|213000|213300|213305|Otros accesorios para coser y tejer|
214000|200000|210000|214000|||Limpieza, reparación, alquiler de prendas y accesorios de vestir|
214100|200000|210000|214000|214100||Limpieza, reparación, alquiler de prendas y accesorios de vestir|
214101|200000|210000|214000|214100|214101|Lavandería y lavadero automático de ropa de vestir|
214102|200000|210000|214000|214100|214102|Tintorería, limpieza a seco de ropa de vestir|
214103|200000|210000|214000|214100|214103|Arreglos y hechuras con modista o sastre|
214104|200000|210000|214000|214100|214104|Alquiler de prendas de vestir|
220000|200000|220000||||CALZADO|
221000|200000|220000|221000|||Zapatos y otro tipo de calzado (excluye: botines para fútbol, patinaje, sky, etc..)|
221100|200000|220000|221000|221100||Calzado para hombre|
221101|200000|220000|221000|221100|221101|Zapatos acordonados para hombres|
221102|200000|220000|221000|221100|221102|Zapatos mocasín para hombres|
221103|200000|220000|221000|221100|221103|Botas de lluvia para hombres|
221104|200000|220000|221000|221100|221104|Botas, botines para hombres|
221105|200000|220000|221000|221100|221105|Sandalias, ojotas para hombres|
221106|200000|220000|221000|221100|221106|Alpargatas para hombres|
221107|200000|220000|221000|221100|221107|Zapatillas o calzado deportivo para hombres|
221108|200000|220000|221000|221100|221108|Otros calzados para hombres|
221200|200000|220000|221000|221200||Calzado para mujer|
221201|200000|220000|221000|221200|221201|Zapatos de vestir para mujeres|
221202|200000|220000|221000|221200|221202|Sandalias, zuecos para mujeres|
221203|200000|220000|221000|221200|221203|Botas, botitas de lluvia para mujeres|
221204|200000|220000|221000|221200|221204|Botas, botitas para mujeres|
221205|200000|220000|221000|221200|221205|Chinelas, ojotas|
221206|200000|220000|221000|221200|221206|Alpargatas para mujeres|
221207|200000|220000|221000|221200|221207|Zapatillas o calzado deportivo para mujeres|
221208|200000|220000|221000|221200|221208|Otros calzados para mujeres|
221300|200000|220000|221000|221300||Calzado para niño|
221301|200000|220000|221000|221300|221301|Zapatos para niñas|
221302|200000|220000|221000|221300|221302|Zapatos para niños|
221303|200000|220000|221000|221300|221303|Sandalias, ojotas para niños y bebés|
221304|200000|220000|221000|221300|221304|Botas, botitas de lluvia para niños y bebés|
221305|200000|220000|221000|221300|221305|Botas, botitas para niños y bebés|
221306|200000|220000|221000|221300|221306|Alpargatas para niños y bebés|
221307|200000|220000|221000|221300|221307|Zapatillas para niños y bebés|
221308|200000|220000|221000|221300|221308|Otros calzados para niños y bebés|
222000|200000|220000|222000|||Limpieza, reparación y alquiler de calzado|
222100|200000|220000|222000|222100||Limpieza, reparación y alquiler de calzado|
222101|200000|220000|222000|222100|222101|Limpieza de calzado|
222102|200000|220000|222000|222100|222102|Reparación de calzado|
222103|200000|220000|222000|222100|222103|Alquiler de calzado|
300000|300000|||||PROPIEDADES, COMBUSTIBLES, AGUA Y ELECTRICIDAD|
310000|300000|310000||||PROPIEDADES ( alquileres y expensas)|
311000|300000|310000|311000|||Alquileres de la vivienda, valor estimado, servicios de alojamiento, expensas y o gastos comunes|
311100|300000|310000|311000|311100||Alquiler de la vivienda (excluir los gastos por vacaciones o negocios)|
311101|300000|310000|311000|311100|311101|Alquiler de la vivienda de uso permanente (incluye el gasto de habitación de pensión, hotel sin comida)|
311102|300000|310000|311000|311100|311102|Alquiler de la vivienda de uso secundario|
311103|300000|310000|311000|311100|311103|Alquiler de la vivienda de uso mixto|
311104|300000|310000|311000|311100|311104|Alquiler de la vivienda ocupada por otro hogar|
311105|300000|310000|311000|311100|311105|Alquiler de la cochera|
311200|300000|310000|311000|311200||Valor estimado del alquiler de la vivienda recibida en pago por su trabajo|
311201|300000|310000|311000|311200|311201|Valor estimado del alquiler de la vivienda de uso permanente del hogar recibida en pago por su trabajo|
311202|300000|310000|311000|311200|311202|Valor estimado del alquiler de la vivienda de uso secundario del hogar recibida en pago por su trabajo|
311300|300000|310000|311000|311300||Servicios de alojamiento|
311301|300000|310000|311000|311300|311301|Gastos del pensionista (habitación y comida)|
311400|300000|310000|311000|311400||Expensas y/o gastos comunes por la vivienda y/o cochera|
311401|300000|310000|311000|311400|311401|Gastos comunes de la vivienda principal y secundaria|
311402|300000|310000|311000|311400|311402|Gastos comunes de la cochera principal y secundaria|
311403|300000|310000|311000|311400|311403|Abonos para mantenimiento de la vivienda|
320000|300000|320000||||CONSERVACIÓN Y REPARACIÓN DE LA VIVIENDA|
321000|300000|320000|321000|||Materiales para la reparación o construcción  de la vivienda|
321100|300000|320000|321000|321100||Materiales para la reparación o construcción de la vivienda|
321101|300000|320000|321000|321100|321101|Arena/canto rodado|
321102|300000|320000|321000|321100|321102|Cal, cemento|
321103|300000|320000|321000|321100|321103|Ladrillo|
321104|300000|320000|321000|321100|321104|Revoque premezclado|
321105|300000|320000|321000|321100|321105|Madera, listones, placas, tablas|
321106|300000|320000|321000|321100|321106|Cañerías y sus accesorios|
321107|300000|320000|321000|321100|321107|Grifería: canillas, duchas|
321108|300000|320000|321000|321100|321108|Artefactos sanitarios|
321109|300000|320000|321000|321100|321109|Carpintería metálica y de madera, ventanas, puertas, rejas, herrajes|
321110|300000|320000|321000|321100|321110|Membrana para techo, tejas, techado asfáltico|
321111|300000|320000|321000|321100|321111|Pisos, zócalos, revestimientos|
321112|300000|320000|321000|321100|321112|Moquette, papel para pared|
321113|300000|320000|321000|321100|321113|Pintura y accesorios|
321114|300000|320000|321000|321100|321114|Otros materiales|
321115|300000|320000|321000|321100|321115|Gastos no desglosables|
322000|300000|320000|322000|||Servicios para la reparación o construcción de la vivienda|
322100|300000|320000|322000|322100||Servicios para la reparación o construcción de la vivienda|
322101|300000|320000|322000|322100|322101|Albañil|
322102|300000|320000|322000|322100|322102|Carpintero|
322103|300000|320000|322000|322100|322103|Cerrajero|
322104|300000|320000|322000|322100|322104|Electricista|
322105|300000|320000|322000|322100|322105|Gasista|
322106|300000|320000|322000|322100|322106|Pintor y empapelador|
322107|300000|320000|322000|322100|322107|Plomero|
322108|300000|320000|322000|322100|322108|Otros servicios: yesero, ceramista, colocador de alfombra, pulidor de pisos, pocero, etc.|
322109|300000|320000|322000|322100|322109|Gastos no desglosables en servicios para la reparación o construcción|
330000|300000|330000||||SUMINISTRO DE AGUA Y SERVICIOS DIVERSOS RELACIONADOS CON LA VIVIENDA|
331000|300000|330000|331000|||Suministro de agua, cloacas y desagües pluviales|
331100|300000|330000|331000|331100||Suministro de agua|
331101|300000|330000|331000|331100|331101|Agua corriente|
331102|300000|330000|331000|331100|331102|Otros sistemas de aprovisionamiento de agua|
331200|300000|330000|331000|331200||Suministro de cloacas y desagües pluviales|
331201|300000|330000|331000|331200|331201|Cloacas y desagües pluviales|
332000|300000|330000|332000|||Saneamiento|
332100|300000|330000|332000|332100||Saneamiento|
332101|300000|330000|332000|332100|332101|Recolección de residuos|
332102|300000|330000|332000|332100|332102|Barrido de calles, quitado de nieve, hielo, agua|
332103|300000|330000|332000|332100|332103|Destapaciones de cañerías, limpieza de pozo ciego y cámara séptica|
332104|300000|330000|332000|332100|332104|Limpieza y desinfección de tanques de agua|
340000|300000|340000||||ELECTRICIDAD, GAS Y OTROS COMBUSTIBLES|
341000|300000|340000|341000|||Electricidad|
341100|300000|340000|341000|341100||Electricidad|
341101|300000|340000|341000|341100|341101|Electricidad (kw)|
342000|300000|340000|342000|||Gas|
342100|300000|340000|342000|342100||Gas|
342101|300000|340000|342000|342100|342101|Gas envasado (garrafa, tubo)|
342102|300000|340000|342000|342100|342102|Gas a granel|
342103|300000|340000|342000|342100|342103|Gas natual por red domiciliaria (m3)|
343000|300000|340000|343000|||Otros combustibles sólidos y líquidos|
343100|300000|340000|343000|343100||Otros combustibles sólidos y líquidos|
343101|300000|340000|343000|343100|343101|Kerosene|
343102|300000|340000|343000|343100|343102|Leña, carbón|
343103|300000|340000|343000|343100|343103|Otros combustibles para el hogar|
400000|400000|||||EQUIPAMIENTO Y MANTENIMIENTO DEL HOGAR|
410000|400000|410000||||MUEBLES, ACCESORIOS, ALFOMBRAS Y OTROS MATERIALES PARA PISOS|
411000|400000|410000|411000|||Muebles y accesorios|
411100|400000|410000|411000|411100||Muebles para el dormitorio|
411101|400000|410000|411000|411100|411101|Juego de dormitorio|
411102|400000|410000|411000|411100|411102|Cama|
411103|400000|410000|411000|411100|411103|Colchón o somieres|
411104|400000|410000|411000|411100|411104|Cómoda, mesa de luz|
411105|400000|410000|411000|411100|411105|Placard, ropero|
411106|400000|410000|411000|411100|411106|Cuna, moisés|
411200|400000|410000|411000|411200||Muebles para el living y el comedor|
411201|400000|410000|411000|411200|411201|Juego de comedor|
411202|400000|410000|411000|411200|411202|Juego de living|
411203|400000|410000|411000|411200|411203|Mesas|
411204|400000|410000|411000|411200|411204|Sillas, banquetas, bancos|
411205|400000|410000|411000|411200|411205|Modular, bar, aparador, vitrina, biblioteca|
411206|400000|410000|411000|411200|411206|Sillón, sofá|
411300|400000|410000|411000|411300||Otros muebles (cocina, baño, etc..)|
411301|400000|410000|411000|411300|411301|Amoblamiento para cocina|
411302|400000|410000|411000|411300|411302|Muebles de baño|
411303|400000|410000|411000|411300|411303|Muebles de jardín de metal, plástico|
411304|400000|410000|411000|411300|411304|Coche de paseo, multiuso, babysilla|
411305|400000|410000|411000|411300|411305|Corralito, andador, catre de baño|
411306|400000|410000|411000|411300|411306|Otros muebles (repisa, escritorio, etc.)|
411307|400000|410000|411000|411300|411307|Reparación y limpieza de muebles|
411400|400000|410000|411000|411400||Accesorios para el hogar|
411401|400000|410000|411000|411400|411401|Artefactos para iluminación (lámparas, veladores, etc..)|
411402|400000|410000|411000|411400|411402|Cuadros, espejos, platos, reloj de pared, etc..|
411403|400000|410000|411000|411400|411403|Otros artículos para decoración (adornos, portarretratos, jarrones, etc.)|
411404|400000|410000|411000|411400|411404|Reparación y limpieza de accesorios para el hogar|
412000|400000|410000|412000|||Alfombras|
412100|400000|410000|412000|412100||Alfombras|
412101|400000|410000|412000|412100|412101|Alfombras (excluye moquete)|
412102|400000|410000|412000|412100|412102|Reparación de alfombras|
420000|400000|420000||||PRODUCTOS TEXTILES PARA EL HOGAR|
421000|400000|420000|421000|||Productos textiles para el hogar|
421100|400000|420000|421000|421100||Ropa de cama (incluye almohada)|
421101|400000|420000|421000|421100|421101|Almohadas y almohadones|
421102|400000|420000|421000|421100|421102|Colchas, acolchados, cubrecamas|
421103|400000|420000|421000|421100|421103|Frazadas, mantas|
421104|400000|420000|421000|421100|421104|Sabanas, fundas|
421200|400000|420000|421000|421200||Otros productos textiles para el hogar (cortinas y otros)|
421201|400000|420000|421000|421200|421201|Cortinas|
421202|400000|420000|421000|421200|421202|Felpudos, alfombritas|
421203|400000|420000|421000|421200|421203|Manteles incluidos individuales|
421204|400000|420000|421000|421200|421204|Repasadores/servilletas|
421205|400000|420000|421000|421200|421205|Telas para confeccionar sábanas, manteles, toallas, servilletas, etc..|
421206|400000|420000|421000|421200|421206|Toallas, toallones|
421207|400000|420000|421000|421200|421207|Otros artículos de blanco y mantelería|
421208|400000|420000|421000|421200|421208|Otros productos textiles para el hogar|
421209|400000|420000|421000|421200|421209|Reparación de productos textiles para el hogar|
430000|400000|430000||||ARTEFACTOS PARA EL HOGAR|
431000|400000|430000|431000|||Artefactos grandes para el hogar|
431100|400000|430000|431000|431100||Artefactos grandes para cocinar y conservar los alimentos|
431101|400000|430000|431000|431100|431101|Cocina a gas, anafe|
431102|400000|430000|431000|431100|431102|Cocina a otros combustibles|
431103|400000|430000|431000|431100|431103|Horno a gas|
431104|400000|430000|431000|431100|431104|Horno eléctrico|
431105|400000|430000|431000|431100|431105|Microondas|
431106|400000|430000|431000|431100|431106|Freezer|
431107|400000|430000|431000|431100|431107|Heladera sin freezer|
431108|400000|430000|431000|431100|431108|Heladera con freezer|
431109|400000|430000|431000|431100|431109|Otros artefactos grandes para cocinar y conservar alimentos|
431110|400000|430000|431000|431100|431110|Reparación de artefactos  grandes  para cocinar y conservar alimentos|
431111|400000|430000|431000|431100|431111|Ventas de otros bienes del hogar excluidos propiedades y vehículos|
431200|400000|430000|431000|431200||Artefactos  grandes para limpiar, climatizar y conservar la vivienda|
431201|400000|430000|431000|431200|431201|Acondicionador de aire|
431202|400000|430000|431000|431200|431202|Aspiradora, enceradora|
431203|400000|430000|431000|431200|431203|Calefón, termotanque a gas|
431204|400000|430000|431000|431200|431204|Calefón, termotanque a otros combustibles|
431205|400000|430000|431000|431200|431205|Estufa a kerosene/gasoil|
431206|400000|430000|431000|431200|431206|Estufa, calefactor a gas|
431207|400000|430000|431000|431200|431207|Estufa, calefactor eléctrico|
431208|400000|430000|431000|431200|431208|Extractor de aire|
431209|400000|430000|431000|431200|431209|Lavavajilla|
431210|400000|430000|431000|431200|431210|Otros artefactos grandes para limpiar, climatizar y conservar la vivienda|
431211|400000|430000|431000|431200|431211|Reparación de artefactos para limpiar, climatizar y conservar la vivienda|
431212|400000|430000|431000|431200|431212|Ventas de otros bienes del hogar excluidos propiedades y vehículos|
431300|400000|430000|431000|431300||Artefactos eléctricos grandes para limpiar y conservar la ropa|
431301|400000|430000|431000|431300|431301|Lavarropa y lavasecarropa|
431302|400000|430000|431000|431300|431302|Secarropa|
431303|400000|430000|431000|431300|431303|Máquina de coser o tejer|
431304|400000|430000|431000|431300|431304|Otros artefactos para limpiar y conservar la ropa|
431305|400000|430000|431000|431300|431305|Reparación de artefactos para limpiar y conservar la ropa|
431306|400000|430000|431000|431300|431306|Ventas de otros bienes del hogar excluidos propiedades y vehículos|
432000|400000|430000|432000|||Artefactos eléctricos pequeños para el hogar|
432100|400000|430000|432000|432100||Artefactos eléctricos pequeños para el hogar|
432101|400000|430000|432000|432100|432101|Abrelatas, cuchillo, pelapapas eléctrico|
432102|400000|430000|432000|432100|432102|Cafetera, pava, tetera eléctrica|
432103|400000|430000|432000|432100|432103|Licuadora, batidora, procesadora, juguera, molinillo p/café, exprimidor, tostadora, freidora, grill, panquequera y heladora - yogurtera eléctrica|
432104|400000|430000|432000|432100|432104|Plancha eléctrica para la ropa|
432105|400000|430000|432000|432100|432105|Ventilador de mesa o de pie, turbo circulador|
432106|400000|430000|432000|432100|432106|Ventilador de techo|
432107|400000|430000|432000|432100|432107|Otros artefactos eléctricos pequeños para el hogar|
432108|400000|430000|432000|432100|432108|Reparación de artefactos eléctricos pequeños para el hogar|
440000|400000|440000||||VAJILLA, UTENSILIOS, LOZA Y CRISTALERÍA|
441000|400000|440000|441000|||Vajilla, utensilios, loza y cristalería|
441100|400000|440000|441000|441100||Artículos de metal para la cocina: batería, cubierto y otros|
441101|400000|440000|441000|441100|441101|Asadera y fuente para horno|
441102|400000|440000|441000|441100|441102|Budinera, tartera, pizzera|
441103|400000|440000|441000|441100|441103|Cacerola, olla, jarro, hervidor, colador|
441104|400000|440000|441000|441100|441104|Plancha para bifes, parrilla (no eléctricos)|
441105|400000|440000|441000|441100|441105|Sartén, panquequera (no eléctricos)|
441106|400000|440000|441000|441100|441106|Pava, cafetera, tetera (no eléctricos)|
441107|400000|440000|441000|441100|441107|Mate, bombilla|
441108|400000|440000|441000|441100|441108|Fuentes de mesa, bols, cazuelas, tarros para cocina|
441109|400000|440000|441000|441100|441109|Cubiertos sueltos o en juego|
441110|400000|440000|441000|441100|441110|Espumadera, cucharón, colador, batidor, pisapapa|
441111|400000|440000|441000|441100|441111|Exprimidor, rallador, abrelatas, destapador, molinillo manual (no eléctricos)|
441112|400000|440000|441000|441100|441112|Azucarera, mantequera, salero, dulcera, yerbera, aceitera, vinagrera, especiero|
441113|400000|440000|441000|441100|441113|Otros utensilios de metal|
441200|400000|440000|441000|441200||Loza, cristalería y cerámica|
441201|400000|440000|441000|441200|441201|Fuentes, bols, asadera de loza, cristal, cerámica|
441202|400000|440000|441000|441200|441202|Copas y vasos sueltos o en juego|
441203|400000|440000|441000|441200|441203|Platos sueltos o en juego|
441204|400000|440000|441000|441200|441204|Tazas sueltas o en juego|
441205|400000|440000|441000|441200|441205|Otros artículos de loza y cristalería|
441300|400000|440000|441000|441300||Artículos de plástico y madera para la cocina|
441301|400000|440000|441000|441300|441301|Bandejas, platos, vasos, bols, fuentes|
441302|400000|440000|441000|441300|441302|Dulcera, mantequera, salero, azucarera, yerbera, aceitera, vinagrera, especiero, tarros para el hogar|
441303|400000|440000|441000|441300|441303|Espumadera, cucharón, colador de té, batidor|
441304|400000|440000|441000|441300|441304|Mamadera, utensilios para bebé|
441305|400000|440000|441000|441300|441305|Recipientes para conservar alimentos|
441306|400000|440000|441000|441300|441306|Otros artículos de plástico|
441307|400000|440000|441000|441300|441307|Otros artículos de madera|
441400|400000|440000|441000|441400||Otros artículos no eléctricos de materiales diversos|
441401|400000|440000|441000|441400|441401|Heladera portátil|
441402|400000|440000|441000|441400|441402|Chango, bolsas, canastos para compras|
441403|400000|440000|441000|441400|441403|Tabla de planchar|
441404|400000|440000|441000|441400|441404|Otros artículos no eléctricos de materiales diversos|
450000|400000|450000||||HERRAMIENTAS Y EQUIPOS PARA EL HOGAR Y EL JARDÍN|
451000|400000|450000|451000|||Herramientas y equipos grandes|
451100|400000|450000|451000|451100||Herramientas eléctricas y mecánicas|
451101|400000|450000|451000|451100|451101|Bomba de agua|
451102|400000|450000|451000|451100|451102|Cortadora de césped, tractores de jardín, bordeadora|
451103|400000|450000|451000|451100|451103|Generador de electricidad|
451104|400000|450000|451000|451100|451104|Soldadores eléctricos|
451105|400000|450000|451000|451100|451105|Taladro, sierra, pulidora|
451106|400000|450000|451000|451100|451106|Otras herramientas eléctricas y mecánicas|
451107|400000|450000|451000|451100|451107|Reparación de herramientas eléctricas y mecánicas|
451108|400000|450000|451000|451100|451108|Alquiler de herramientas eléctricas y mecánicas|
452000|400000|450000|452000|||Herramientas pequeñas y accesorios diversos|
452100|400000|450000|452000|452100||Herramientas pequeñas para la vivienda y el jardín|
452101|400000|450000|452000|452100|452101|Escalera|
452102|400000|450000|452000|452100|452102|Herramientas de mano|
452103|400000|450000|452000|452100|452103|Herramientas y accesorios para jardinería|
452104|400000|450000|452000|452100|452104|Artículos de ferretería|
452105|400000|450000|452000|452100|452105|Reparación de herramientas pequeñas|
452200|400000|450000|452000|452200||Materiales eléctricos  y de iluminación|
452201|400000|450000|452000|452200|452201|Pilas y baterías para uso general|
452202|400000|450000|452000|452200|452202|Cables|
452203|400000|450000|452000|452200|452203|Enchufes e interruptores|
452204|400000|450000|452000|452200|452204|Lámpara incandescente, lámpara, tubo fluorescente, halógenas, dicroicas, etc..|
452205|400000|450000|452000|452200|452205|Linternas, faroles tipo sol de noche|
452206|400000|450000|452000|452200|452206|Timbres y alarmas|
452207|400000|450000|452000|452200|452207|Transformadores, estabilizadores, disyuntores|
452208|400000|450000|452000|452200|452208|Otros materiales eléctricos y de iluminación|
460000|400000|460000||||BIENES Y SERVICIOS PARA LA CONSERVACIÓN DEL HOGAR|
461000|400000|460000|461000|||Bienes para el hogar no durables|
461100|400000|460000|461000|461100||Productos de limpieza|
461101|400000|460000|461000|461100|461101|Acondicionadores y suavizantes para ropa|
461102|400000|460000|461000|461100|461102|Apresto, almidón|
461103|400000|460000|461000|461100|461103|Cera, brillo para pisos|
461104|400000|460000|461000|461100|461104|Crema limpiadora|
461105|400000|460000|461000|461100|461105|Desengrasante, desinfectante, líquidos limpiadores|
461106|400000|460000|461000|461100|461106|Desodorante y aromatizante de ambientes/baño|
461107|400000|460000|461000|461100|461107|Detergente líquido para ropa|
461108|400000|460000|461000|461100|461108|Detergente liquido para vajilla|
461109|400000|460000|461000|461100|461109|Insecticidas varios|
461110|400000|460000|461000|461100|461110|Jabón en pan|
461111|400000|460000|461000|461100|461111|Jabón en polvo para ropa|
461112|400000|460000|461000|461100|461112|Lavandina|
461113|400000|460000|461000|461100|461113|Limpiametales, lustramuebles|
461114|400000|460000|461000|461100|461114|Limpiavidrios|
461115|400000|460000|461000|461100|461115|Polvo limpiador|
461116|400000|460000|461000|461100|461116|Pomada, renovador para calzado|
461117|400000|460000|461000|461100|461117|Otros artículos de limpieza|
461200|400000|460000|461000|461200||Utensilios de limpieza|
461201|400000|460000|461000|461200|461201|Balde, palangana, cestos|
461202|400000|460000|461000|461200|461202|Escoba, escobillón, plumero, lampazo, secador y cepillos varios|
461203|400000|460000|461000|461200|461203|Esponja, lana de acero, estropajo|
461204|400000|460000|461000|461200|461204|Guantes de goma|
461205|400000|460000|461000|461200|461205|Paños de celulosa|
461206|400000|460000|461000|461200|461206|Trapo de piso, rejilla, patines, gamuzas|
461207|400000|460000|461000|461200|461207|Otros utensilios de limpieza: pala para recoger basura, tabla de lavar|
461300|400000|460000|461000|461300||Otros artículos descartables y otros para el hogar|
461301|400000|460000|461000|461300|461301|Bandejas, platos, vasos y recipientes descartables|
461302|400000|460000|461000|461300|461302|Bolsas para freezer, filtro para cafetera|
461303|400000|460000|461000|461300|461303|Papel de aluminio, manteca, film para cocina|
461304|400000|460000|461000|461300|461304|Servilletas de papel y rollos de papel|
461305|400000|460000|461000|461300|461305|Velas, velones, sahumerios|
